locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000494	Protein Homology	CDS	551487	552047		+	0	ID=cds-pgaptmp_000494;Parent=gene-pgaptmp_000494;Name=extdb:pgaptmp_000494;Ontology_term=GO:0019305,GO:0008830;gbkey=CDS;gene=rfbC;go_function=dTDP-4-dehydrorhamnose 3%2C5-epimerase activity|0008830||IEA;go_process=dTDP-rhamnose biosynthetic process|0019305||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497689.1;locus_tag=pgaptmp_000494;product=dTDP-4-dehydrorhamnose 3%2C5-epimerase;protein_id=extdb:pgaptmp_000494;transl_table=11	dTDP-4-dehydrorhamnose 3%2C5-epimerase	742741.HMPREF9475_00477	1.33E-139	393	COG1898@1|root,COG1898@2|Bacteria,1TRVB@1239|Firmicutes,248VX@186801|Clostridia,21YVE@1506553|Lachnoclostridium	186801|Clostridia	G	Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose	rfbC		5.1.3.13	ko:K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R06514	RC01531	ko00000,ko00001,ko00002,ko01000			iHN637.CLJU_RS02630,iHN637.CLJU_RS02745	dTDP_sugar_isom						K01790	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
pgaptmp_000495	Protein Homology	CDS	552118	552933		+	0	ID=cds-pgaptmp_000495;Parent=gene-pgaptmp_000495;Name=extdb:pgaptmp_000495;Ontology_term=GO:0055085,GO:0042626,GO:0140359,GO:0016020,GO:0043190;gbkey=CDS;go_component=membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497687.1;locus_tag=pgaptmp_000495;product=ABC transporter permease;protein_id=extdb:pgaptmp_000495;transl_table=11	ABC transporter permease	742741.HMPREF9475_00478	2.72E-197	546	COG1682@1|root,COG1682@2|Bacteria,1TQZF@1239|Firmicutes,248R0@186801|Clostridia,21XUJ@1506553|Lachnoclostridium	186801|Clostridia	GM	ABC-2 type transporter				ko:K09692	ko02010,map02010	M00251			ko00000,ko00001,ko00002,ko02000	3.A.1.104			ABC2_membrane	cc11824	ABC	membrane	polysaccharide export	3.A.1	K09692	tagG; teichoic acid transport system permease protein
pgaptmp_000496	Protein Homology	CDS	553126	553362		+	0	ID=cds-pgaptmp_000496;Parent=gene-pgaptmp_000496;Name=extdb:pgaptmp_000496;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497685.1;locus_tag=pgaptmp_000496;product=permease of phosphate ABC transporter;protein_id=extdb:pgaptmp_000496;transl_table=11	permease of phosphate ABC transporter	742741.HMPREF9475_00479	4.98E-52	163	2ERPA@1|root,33J8N@2|Bacteria,1VKIB@1239|Firmicutes,24URF@186801|Clostridia,221F1@1506553|Lachnoclostridium	186801|Clostridia																						
pgaptmp_000497	Protein Homology	CDS	553505	554290		-	0	ID=cds-pgaptmp_000497;Parent=gene-pgaptmp_000497;Name=extdb:pgaptmp_000497;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpA;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297674.1;locus_tag=pgaptmp_000497;product=tryptophan synthase subunit alpha;protein_id=extdb:pgaptmp_000497;transl_table=11	tryptophan synthase subunit alpha	742741.HMPREF9475_00480	2.69E-183	510	COG0159@1|root,COG0159@2|Bacteria,1TPXA@1239|Firmicutes,248M2@186801|Clostridia,21ZDY@1506553|Lachnoclostridium	186801|Clostridia	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA		4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000				Trp_syntA						K01695	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
pgaptmp_000498	Protein Homology	CDS	554283	555467		-	0	ID=cds-pgaptmp_000498;Parent=gene-pgaptmp_000498;Name=extdb:pgaptmp_000498;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpB;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008712049.1;locus_tag=pgaptmp_000498;product=tryptophan synthase subunit beta;protein_id=extdb:pgaptmp_000498;transl_table=11	tryptophan synthase subunit beta	742741.HMPREF9475_00481	6.26E-290	791	COG0133@1|root,COG0133@2|Bacteria,1TPI3@1239|Firmicutes,24881@186801|Clostridia,21YMA@1506553|Lachnoclostridium	186801|Clostridia	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	trpB		4.2.1.20	ko:K01696	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000				PALP						K01696	trpB; tryptophan synthase beta chain [EC:4.2.1.20]
pgaptmp_000499	Protein Homology	CDS	555464	556075		-	0	ID=cds-pgaptmp_000499;Parent=gene-pgaptmp_000499;Name=extdb:pgaptmp_000499;Ontology_term=GO:0000162,GO:0004640;gbkey=CDS;go_function=phosphoribosylanthranilate isomerase activity|0004640||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497679.1;locus_tag=pgaptmp_000499;product=phosphoribosylanthranilate isomerase;protein_id=extdb:pgaptmp_000499;transl_table=11	phosphoribosylanthranilate isomerase	742741.HMPREF9475_00482	1.36E-145	410	COG0135@1|root,COG0135@2|Bacteria,1V6Y0@1239|Firmicutes,24HBQ@186801|Clostridia,21YC7@1506553|Lachnoclostridium	186801|Clostridia	E	Belongs to the TrpF family	trpF		5.3.1.24	ko:K01817	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R03509	RC00945	ko00000,ko00001,ko00002,ko01000				PRAI						K01817	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
pgaptmp_000500	Protein Homology	CDS	556072	556881		-	0	ID=cds-pgaptmp_000500;Parent=gene-pgaptmp_000500;Name=extdb:pgaptmp_000500;Ontology_term=GO:0006568,GO:0004425;gbkey=CDS;gene=trpC;go_function=indole-3-glycerol-phosphate synthase activity|0004425||IEA;go_process=L-tryptophan metabolic process|0006568||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297672.1;locus_tag=pgaptmp_000500;product=indole-3-glycerol phosphate synthase TrpC;protein_id=extdb:pgaptmp_000500;transl_table=11	indole-3-glycerol phosphate synthase TrpC	742741.HMPREF9475_00483	1.43E-182	509	COG0134@1|root,COG0134@2|Bacteria,1TR94@1239|Firmicutes,249ZY@186801|Clostridia,21Z60@1506553|Lachnoclostridium	186801|Clostridia	E	Belongs to the TrpC family	trpC		4.1.1.48	ko:K01609	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R03508	RC00944	ko00000,ko00001,ko00002,ko01000				IGPS						K01609	trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
pgaptmp_000501	Protein Homology	CDS	556893	557903		-	0	ID=cds-pgaptmp_000501;Parent=gene-pgaptmp_000501;Name=extdb:pgaptmp_000501;Ontology_term=GO:0000162,GO:0004048;gbkey=CDS;gene=trpD;go_function=anthranilate phosphoribosyltransferase activity|0004048||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497676.1;locus_tag=pgaptmp_000501;product=anthranilate phosphoribosyltransferase;protein_id=extdb:pgaptmp_000501;transl_table=11	anthranilate phosphoribosyltransferase	742741.HMPREF9475_00484	2.7E-232	640	COG0547@1|root,COG0547@2|Bacteria,1TP8U@1239|Firmicutes,247WY@186801|Clostridia,21YG8@1506553|Lachnoclostridium	186801|Clostridia	F	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)	trpD		2.4.2.18,4.1.3.27	ko:K00766,ko:K13497	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R00985,R00986,R01073	RC00010,RC00440,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000				GATase,Glycos_trans_3N,Glycos_transf_3						K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
pgaptmp_000502	Protein Homology	CDS	558075	558644		-	0	ID=cds-pgaptmp_000502;Parent=gene-pgaptmp_000502;Name=extdb:pgaptmp_000502;Ontology_term=GO:0000162,GO:0004049;gbkey=CDS;go_function=anthranilate synthase activity|0004049||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297671.1;locus_tag=pgaptmp_000502;product=anthranilate synthase component II;protein_id=extdb:pgaptmp_000502;transl_table=11	anthranilate synthase component II	742741.HMPREF9475_00485	1.27E-134	381	COG0512@1|root,COG0512@2|Bacteria,1TT9R@1239|Firmicutes,24FR0@186801|Clostridia,21YT9@1506553|Lachnoclostridium	186801|Clostridia	EH	Peptidase C26	trpG		4.1.3.27	ko:K01658	ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025	M00023	R00985,R00986	RC00010,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000				GATase						K01658	trpG; anthranilate synthase component II [EC:4.1.3.27]
pgaptmp_000503	Protein Homology	CDS	558641	560129		-	0	ID=cds-pgaptmp_000503;Parent=gene-pgaptmp_000503;Note=frameshifted;Ontology_term=GO:0000162,GO:0004049;gbkey=CDS;gene=trpE;go_function=anthranilate synthase activity|0004049||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497669.1;locus_tag=pgaptmp_000503;product=anthranilate synthase component I;pseudo=true;transl_table=11	anthranilate synthase component I																											
pgaptmp_000504	Protein Homology	CDS	560834	561235		-	0	ID=cds-pgaptmp_000504;Parent=gene-pgaptmp_000504;Name=extdb:pgaptmp_000504;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497668.1;locus_tag=pgaptmp_000504;product=DUF2752 domain-containing protein;protein_id=extdb:pgaptmp_000504;transl_table=11	DUF2752 domain-containing protein	742741.HMPREF9475_00487	1.31E-93	273	2DNQ7@1|root,32YJ2@2|Bacteria,1VFJY@1239|Firmicutes,24S09@186801|Clostridia,220E6@1506553|Lachnoclostridium	186801|Clostridia	S	Protein of unknown function (DUF2752)													DUF2752							
pgaptmp_000505	Protein Homology	CDS	561228	561572		-	0	ID=cds-pgaptmp_000505;Parent=gene-pgaptmp_000505;Name=extdb:pgaptmp_000505;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002585428.1;locus_tag=pgaptmp_000505;product=DUF4234 domain-containing protein;protein_id=extdb:pgaptmp_000505;transl_table=11	DUF4234 domain-containing protein	742741.HMPREF9475_00488	5.11E-64	196	COG4640@1|root,COG4640@2|Bacteria,1VB94@1239|Firmicutes,24N0R@186801|Clostridia,2204Y@1506553|Lachnoclostridium	186801|Clostridia	S	Domain of unknown function (DUF4234)													DUF4234,zinc_ribbon_2							
pgaptmp_000506	Protein Homology	CDS	561650	562114		-	0	ID=cds-pgaptmp_000506;Parent=gene-pgaptmp_000506;Name=extdb:pgaptmp_000506;Ontology_term=GO:0019242,GO:0008929;gbkey=CDS;go_function=methylglyoxal synthase activity|0008929||IEA;go_process=methylglyoxal biosynthetic process|0019242||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008723942.1;locus_tag=pgaptmp_000506;product=methylglyoxal synthase;protein_id=extdb:pgaptmp_000506;transl_table=11	methylglyoxal synthase	742741.HMPREF9475_00489	1.06E-109	315	COG1803@1|root,COG1803@2|Bacteria,1V3KQ@1239|Firmicutes,24FUQ@186801|Clostridia,21YYZ@1506553|Lachnoclostridium	186801|Clostridia	G	MGS-like domain	mgsA		2.7.1.24,4.2.3.3	ko:K00859,ko:K01734	ko00640,ko00770,ko01100,ko01120,map00640,map00770,map01100,map01120	M00120	R00130,R01016	RC00002,RC00078,RC00424	ko00000,ko00001,ko00002,ko01000				MGS						K01734	mgsA; methylglyoxal synthase [EC:4.2.3.3]
pgaptmp_000507	Protein Homology	CDS	562523	564715		+	0	ID=cds-pgaptmp_000507;Parent=gene-pgaptmp_000507;Name=extdb:pgaptmp_000507;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497663.1;locus_tag=pgaptmp_000507;product=ATP-binding protein;protein_id=extdb:pgaptmp_000507;transl_table=11	ATP-binding protein	742741.HMPREF9475_00490	0	1404	COG0642@1|root,COG2205@2|Bacteria,1TQMV@1239|Firmicutes,247SE@186801|Clostridia,222KK@1506553|Lachnoclostridium	186801|Clostridia	T	His Kinase A (phosphoacceptor) domain													HATPase_c,HisKA,Response_reg							
pgaptmp_000508	Protein Homology	CDS	564833	565336		+	0	ID=cds-pgaptmp_000508;Parent=gene-pgaptmp_000508;Name=extdb:pgaptmp_000508;Ontology_term=GO:0006352,GO:0003677,GO:0016987;gbkey=CDS;go_function=DNA binding|0003677||IEA,sigma factor activity|0016987||IEA;go_process=DNA-templated transcription initiation|0006352||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497662.1;locus_tag=pgaptmp_000508;product=RNA polymerase sigma factor;protein_id=extdb:pgaptmp_000508;transl_table=11	RNA polymerase sigma factor	742741.HMPREF9475_00491	2.09E-120	343	COG1595@1|root,COG1595@2|Bacteria,1V183@1239|Firmicutes,25BIR@186801|Clostridia,22476@1506553|Lachnoclostridium	186801|Clostridia	K	Sigma-70 region 2													Sigma70_r2,Sigma70_r4_2						K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
pgaptmp_000509	Protein Homology	CDS	565326	566258		+	0	ID=cds-pgaptmp_000509;Parent=gene-pgaptmp_000509;Name=extdb:pgaptmp_000509;Ontology_term=GO:0008270;gbkey=CDS;go_function=zinc ion binding|0008270||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297667.1;locus_tag=pgaptmp_000509;product=zf-HC2 domain-containing protein;protein_id=extdb:pgaptmp_000509;transl_table=11	zf-HC2 domain-containing protein	742741.HMPREF9475_00492	1.92E-212	588	COG5660@1|root,COG5660@2|Bacteria,1VKXY@1239|Firmicutes,24UK9@186801|Clostridia,221DY@1506553|Lachnoclostridium	186801|Clostridia	S	Putative zinc-finger													zf-HC2							
pgaptmp_000510	Protein Homology	CDS	566500	567753		+	0	ID=cds-pgaptmp_000510;Parent=gene-pgaptmp_000510;Name=extdb:pgaptmp_000510;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297666.1;locus_tag=pgaptmp_000510;product=SLC13 family permease;protein_id=extdb:pgaptmp_000510;transl_table=11	SLC13 family permease	742741.HMPREF9475_00493	7.15E-278	762	COG1055@1|root,COG1055@2|Bacteria,1W70J@1239|Firmicutes,25N3V@186801|Clostridia,220ES@1506553|Lachnoclostridium	186801|Clostridia	P	Sodium:sulfate symporter transmembrane region													CitMHS	cc11824	DASS		sodium ion:dicarboxylate/sulfate	2.A.47	K14445	SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
pgaptmp_000511	Protein Homology	CDS	567772	568614		+	0	ID=cds-pgaptmp_000511;Parent=gene-pgaptmp_000511;Name=extdb:pgaptmp_000511;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497656.1;locus_tag=pgaptmp_000511;product=DUF6282 family protein;protein_id=extdb:pgaptmp_000511;transl_table=11	DUF6282 family protein	742741.HMPREF9475_00494	3.33E-207	572	COG1099@1|root,COG1099@2|Bacteria,1V5KM@1239|Firmicutes,25FTQ@186801|Clostridia,220BU@1506553|Lachnoclostridium	186801|Clostridia	S	with the TIM-barrel fold																				
pgaptmp_000512	Protein Homology	CDS	569064	570425		+	0	ID=cds-pgaptmp_000512;Parent=gene-pgaptmp_000512;Name=extdb:pgaptmp_000512;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497654.1;locus_tag=pgaptmp_000512;product=ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_000512;transl_table=11	ABC transporter ATP-binding protein	742741.HMPREF9475_00495	0	888	COG1134@1|root,COG1134@2|Bacteria,1TQKK@1239|Firmicutes,24A5V@186801|Clostridia,21Z9Z@1506553|Lachnoclostridium	186801|Clostridia	GM	ABC transporter			3.6.3.40	ko:K01990,ko:K09691,ko:K09693	ko02010,map02010	M00250,M00251,M00254			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.103,3.A.1.104			ABC_tran,Wzt_C	cc11824	ABC	binding	daunorubicin	3.A.1	K09691	wzt, rfbB; homopolymeric O-antigen transport system ATP-binding protein [EC:7.5.2.14]
pgaptmp_000513	Protein Homology	CDS	570451	571263		+	0	ID=cds-pgaptmp_000513;Parent=gene-pgaptmp_000513;Name=extdb:pgaptmp_000513;Ontology_term=GO:0032259,GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497652.1;locus_tag=pgaptmp_000513;product=class I SAM-dependent methyltransferase;protein_id=extdb:pgaptmp_000513;transl_table=11	class I SAM-dependent methyltransferase	742741.HMPREF9475_00496	1.4E-194	539	COG2242@1|root,COG2242@2|Bacteria,1TPEE@1239|Firmicutes,24D9B@186801|Clostridia,2204R@1506553|Lachnoclostridium	186801|Clostridia	H	Methyltransferase domain													Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25							
pgaptmp_000514	Protein Homology	CDS	571270	574425		+	0	ID=cds-pgaptmp_000514;Parent=gene-pgaptmp_000514;Name=extdb:pgaptmp_000514;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497650.1;locus_tag=pgaptmp_000514;product=glycosyltransferase;protein_id=extdb:pgaptmp_000514;transl_table=11	glycosyltransferase	742741.HMPREF9475_00497	0	2091	COG0438@1|root,COG1216@1|root,COG0438@2|Bacteria,COG1216@2|Bacteria,1TQTM@1239|Firmicutes,24A9R@186801|Clostridia,21Z2M@1506553|Lachnoclostridium	186801|Clostridia	M	Glycosyltransferase like family				ko:K20444					ko00000,ko01000,ko01005,ko02000	4.D.1.3	GT2,GT4		Glyco_trans_1_4,Glycos_transf_2							
pgaptmp_000515	Protein Homology	CDS	574609	575502		+	0	ID=cds-pgaptmp_000515;Parent=gene-pgaptmp_000515;Name=extdb:pgaptmp_000515;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003506276.1;locus_tag=pgaptmp_000515;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_000515;transl_table=11	helix-turn-helix domain-containing protein	742741.HMPREF9475_00498	6.53E-218	600	COG2207@1|root,COG2207@2|Bacteria,1TQDS@1239|Firmicutes,24907@186801|Clostridia,21ZTV@1506553|Lachnoclostridium	186801|Clostridia	K	transcriptional regulator (AraC family)													HTH_18							
pgaptmp_000516	Protein Homology	CDS	575671	576834		-	0	ID=cds-pgaptmp_000516;Parent=gene-pgaptmp_000516;Name=extdb:pgaptmp_000516;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497647.1;locus_tag=pgaptmp_000516;product=FprA family A-type flavoprotein;protein_id=extdb:pgaptmp_000516;transl_table=11	FprA family A-type flavoprotein	742741.HMPREF9475_00499	1.87E-292	796	COG0426@1|root,COG0426@2|Bacteria,1TQE9@1239|Firmicutes,249CU@186801|Clostridia,21Z7W@1506553|Lachnoclostridium	186801|Clostridia	C	Flavodoxin	fprA1												Flavodoxin_1,Lactamase_B							
pgaptmp_000517	Protein Homology	CDS	577072	577968		-	0	ID=cds-pgaptmp_000517;Parent=gene-pgaptmp_000517;Name=extdb:pgaptmp_000517;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497644.1;locus_tag=pgaptmp_000517;product=LysR family transcriptional regulator;protein_id=extdb:pgaptmp_000517;transl_table=11	LysR family transcriptional regulator	742741.HMPREF9475_00500	7.36E-220	605	COG0583@1|root,COG0583@2|Bacteria,1TSX4@1239|Firmicutes,24MKI@186801|Clostridia	186801|Clostridia	K	LysR substrate binding domain													HTH_1,LysR_substrate							
pgaptmp_000518	Protein Homology	CDS	578620	579768		+	0	ID=cds-pgaptmp_000518;Parent=gene-pgaptmp_000518;Name=extdb:pgaptmp_000518;Ontology_term=GO:0000287,GO:0003824;gbkey=CDS;go_function=magnesium ion binding|0000287||IEA,catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003497641.1;locus_tag=pgaptmp_000518;product=mandelate racemase/muconate lactonizing enzyme family protein;protein_id=extdb:pgaptmp_000518;transl_table=11	mandelate racemase/muconate lactonizing enzyme family protein	742741.HMPREF9475_00501	1.08E-293	799	COG4948@1|root,COG4948@2|Bacteria,1TS0S@1239|Firmicutes,24AE7@186801|Clostridia,21ZBJ@1506553|Lachnoclostridium	186801|Clostridia	M	Mandelate racemase muconate lactonizing enzyme													MR_MLE_C,MR_MLE_N							
pgaptmp_000519	Protein Homology	CDS	580011	581312		-	0	ID=cds-pgaptmp_000519;Parent=gene-pgaptmp_000519;Name=extdb:pgaptmp_000519;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002588013.1;locus_tag=pgaptmp_000519;product=IS110 family transposase;protein_id=extdb:pgaptmp_000519;transl_table=11	IS110 family transposase	742741.HMPREF9475_00502	2.02E-305	858	COG3547@1|root,COG3547@2|Bacteria,1TRSB@1239|Firmicutes,249AC@186801|Clostridia	186801|Clostridia	L	PFAM transposase IS116 IS110 IS902													DEDD_Tnp_IS110,Transposase_20							
