locus_tag	seqid_pgap	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000151	contig105	Protein Homology	CDS	118593	119666		+	0	ID=cds-pgaptmp_000151;Parent=gene-pgaptmp_000151;Name=extdb:pgaptmp_000151;Ontology_term=GO:0016126,GO:0019287,GO:0004631;gbkey=CDS;go_function=phosphomevalonate kinase activity|0004631||IEA;go_process=sterol biosynthetic process|0016126||IEA,isopentenyl diphosphate biosynthetic process%2C mevalonate pathway|0019287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016368781.1;locus_tag=pgaptmp_000151;product=phosphomevalonate kinase;protein_id=extdb:pgaptmp_000151;transl_table=11	phosphomevalonate kinase	543734.LCABL_12550	5.2E-252	692	COG1577@1|root,COG1577@2|Bacteria,1TPKP@1239|Firmicutes,4HC93@91061|Bacilli,3F3RZ@33958|Lactobacillaceae	91061|Bacilli	I	phosphomevalonate kinase	mvaK2		2.7.4.2	ko:K00938	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00095	R03245	RC00002	ko00000,ko00001,ko00002,ko01000				GHMP_kinases_C,GHMP_kinases_N						K00938	E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]
pgaptmp_000152	contig105	Protein Homology	CDS	119824	120738		+	0	ID=cds-pgaptmp_000152;Parent=gene-pgaptmp_000152;Name=extdb:pgaptmp_000152;Ontology_term=GO:0006011,GO:0003983;gbkey=CDS;gene=galU;go_function=UTP:glucose-1-phosphate uridylyltransferase activity|0003983||IEA;go_process=UDP-alpha-D-glucose metabolic process|0006011||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014571261.1;locus_tag=pgaptmp_000152;product=UTP--glucose-1-phosphate uridylyltransferase GalU;protein_id=extdb:pgaptmp_000152;transl_table=11	UTP--glucose-1-phosphate uridylyltransferase GalU	543734.LCABL_12560	3.77E-216	597	COG1210@1|root,COG1210@2|Bacteria,1TQ24@1239|Firmicutes,4HATY@91061|Bacilli,3F45A@33958|Lactobacillaceae	91061|Bacilli	M	UTP-glucose-1-phosphate uridylyltransferase	galU		2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000				NTP_transferase						K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
pgaptmp_000153	contig105	Protein Homology	CDS	120965	121713		+	0	ID=cds-pgaptmp_000153;Parent=gene-pgaptmp_000153;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016385819.1;locus_tag=pgaptmp_000153;product=hypothetical protein;pseudo=true;transl_table=11	hypothetical protein																											
pgaptmp_000169	contig109	Protein Homology	CDS	372	3194		+	0	ID=cds-pgaptmp_000169;Parent=gene-pgaptmp_000169;Name=extdb:pgaptmp_000169;Ontology_term=GO:0005524,GO:0015662,GO:0016887,GO:0019829,GO:0046872,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=ATP binding|0005524||IEA,P-type ion transporter activity|0015662||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016385557.1;locus_tag=pgaptmp_000169;product=cation-translocating P-type ATPase;protein_id=extdb:pgaptmp_000169;transl_table=11	cation-translocating P-type ATPase	568703.LGG_00456	0	1750	COG0474@1|root,COG0474@2|Bacteria,1TPF5@1239|Firmicutes,4H9S5@91061|Bacilli,3F3KP@33958|Lactobacillaceae	91061|Bacilli	P	P-type ATPase	pacL		3.6.3.8	ko:K01537					ko00000,ko01000	3.A.3.2			Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3	ll11825	P-ATPase		calcium ion/manganese ion	3.A.3	K01537	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]
pgaptmp_000170	contig109	Protein Homology	CDS	3254	3517		+	0	ID=cds-pgaptmp_000170;Parent=gene-pgaptmp_000170;Name=extdb:pgaptmp_000170;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016511517.1;locus_tag=pgaptmp_000170;product=hypothetical protein;protein_id=extdb:pgaptmp_000170;transl_table=11	hypothetical protein	568703.LGG_00455	4.88E-54	169	298U1@1|root,30A4W@2|Bacteria,1U679@1239|Firmicutes,4IFXT@91061|Bacilli,3F78N@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_000171	contig109	Protein Homology	CDS	3569	3868		+	0	ID=cds-pgaptmp_000171;Parent=gene-pgaptmp_000171;Name=extdb:pgaptmp_000171;Ontology_term=GO:0006313,GO:0003677,GO:0004803;gbkey=CDS;go_function=DNA binding|0003677||IEA,transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: protein motif:HMM:NF013677.6;locus_tag=pgaptmp_000171;product=transposase;protein_id=extdb:pgaptmp_000171;transl_table=11	transposase	1232666.JANE01000085_gene264	1.2E-18	83.2	COG2963@1|root,COG2963@2|Bacteria,1V3QZ@1239|Firmicutes,4IQA5@91061|Bacilli	91061|Bacilli	L	Helix-turn-helix domain				ko:K07483					ko00000				HTH_28						K07483	K07483; transposase
pgaptmp_000172	contig109	Protein Homology	CDS	3970	4509		-	0	ID=cds-pgaptmp_000172;Parent=gene-pgaptmp_000172;Name=extdb:pgaptmp_000172;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: protein motif:HMM:NF033516.0;locus_tag=pgaptmp_000172;product=IS3 family transposase;protein_id=extdb:pgaptmp_000172;transl_table=11	IS3 family transposase	1423734.JCM14202_2816	8.36E-103	303	COG2801@1|root,COG2801@2|Bacteria,1TU21@1239|Firmicutes,4HDK4@91061|Bacilli,3F46G@33958|Lactobacillaceae	91061|Bacilli	L	Integrase core domain	is18												HTH_21,rve						K07497	K07497; putative transposase
pgaptmp_000522	contig131	Protein Homology	CDS	123	680		+	0	ID=cds-pgaptmp_000522;Parent=gene-pgaptmp_000522;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016385819.1;locus_tag=pgaptmp_000522;product=peptidase;pseudo=true;transl_table=11	peptidase																											
pgaptmp_000523	contig131	Protein Homology	CDS	840	1901		-	0	ID=cds-pgaptmp_000523;Parent=gene-pgaptmp_000523;Name=extdb:pgaptmp_000523;Ontology_term=GO:0016491,GO:0051287,GO:0070403;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,NAD binding|0051287||IEA,NAD+ binding|0070403||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016387465.1;locus_tag=pgaptmp_000523;product=NAD-dependent epimerase/dehydratase family protein;protein_id=extdb:pgaptmp_000523;transl_table=11	NAD-dependent epimerase/dehydratase family protein	543734.LCABL_12610	2.93E-209	581	COG0451@1|root,COG0451@2|Bacteria,1TS59@1239|Firmicutes,4HC1B@91061|Bacilli,3F6WH@33958|Lactobacillaceae	91061|Bacilli	GM	Male sterility protein			4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000				Epimerase							
pgaptmp_000524	contig131	Protein Homology	CDS	1910	2116		-	0	ID=cds-pgaptmp_000524;Parent=gene-pgaptmp_000524;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;Ontology_term=GO:0070567;gbkey=CDS;go_function=cytidylyltransferase activity|0070567||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019890785.1;locus_tag=pgaptmp_000524;product=2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;pseudo=true;transl_table=11	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1300150.EMQU_0907	1.25E-26	103	COG1211@1|root,COG1211@2|Bacteria,1TS1B@1239|Firmicutes,4HHZZ@91061|Bacilli,4AZAT@81852|Enterococcaceae	91061|Bacilli	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			2.7.7.60	ko:K00991	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05633	RC00002	ko00000,ko00001,ko00002,ko01000				IspD							
pgaptmp_000525	contig131	Protein Homology	CDS	2136	2239		-	2	ID=cds-pgaptmp_000525;Parent=gene-pgaptmp_000525;Name=extdb:pgaptmp_000525;end_range=2239,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003574021.1;locus_tag=pgaptmp_000525;partial=true;product=IS30 family transposase;protein_id=extdb:pgaptmp_000525;transl_table=11	IS30 family transposase	568703.LGG_00464	2.34E-15	73.6	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,4HTRR@91061|Bacilli,3F3WY@33958|Lactobacillaceae	91061|Bacilli	L	Transposase and inactivated derivatives, IS30 family													rve							
pgaptmp_002943	contig94_(reversed)	Protein Homology	CDS	230	2083		-	0	ID=cds-pgaptmp_002943;Parent=gene-pgaptmp_002943;Name=extdb:pgaptmp_002943;Ontology_term=GO:0009401,GO:0015759,GO:0008982,GO:0015573,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA,beta-glucoside transmembrane transporter activity|0015573||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,beta-glucoside transport|0015759||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012491412.1;locus_tag=pgaptmp_002943;product=beta-glucoside-specific PTS transporter subunit IIABC;protein_id=extdb:pgaptmp_002943;transl_table=11	beta-glucoside-specific PTS transporter subunit IIABC	543734.LCABL_12670	0	1112	COG1263@1|root,COG1264@1|root,COG2190@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,COG2190@2|Bacteria,1TP5X@1239|Firmicutes,4HA0I@91061|Bacilli,3F458@33958|Lactobacillaceae	91061|Bacilli	G	phosphotransferase system	bglH			ko:K02755,ko:K02756,ko:K02757	ko02060,map02060	M00271			ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6			PTS_EIIA_1,PTS_EIIB,PTS_EIIC	ll11825	SSPTS	EnzymeIIABC	glucose/maltose/N-acetylglucosamine	4.A	K02757	bglF, bglP; beta-glucoside PTS system EIICBA component [EC:2.7.1.-]
pgaptmp_002944	contig94_(reversed)	Protein Homology	CDS	2170	3000		-	0	ID=cds-pgaptmp_002944;Parent=gene-pgaptmp_002944;Name=extdb:pgaptmp_002944;Ontology_term=GO:0006355;gbkey=CDS;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003590389.1;locus_tag=pgaptmp_002944;product=PRD domain-containing protein;protein_id=extdb:pgaptmp_002944;transl_table=11	PRD domain-containing protein	543734.LCABL_12680	1.23E-191	532	COG3711@1|root,COG3711@2|Bacteria,1TT5A@1239|Firmicutes,4HEI6@91061|Bacilli,3F6PD@33958|Lactobacillaceae	91061|Bacilli	K	CAT RNA binding domain	licT2			ko:K03488					ko00000,ko03000				CAT_RBD,PRD						K03488	licT, bglG; beta-glucoside operon transcriptional antiterminator
pgaptmp_002945	contig94_(reversed)	Protein Homology	CDS	3667	6330		-	0	ID=cds-pgaptmp_002945;Parent=gene-pgaptmp_002945;Name=extdb:pgaptmp_002945;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566532.1;locus_tag=pgaptmp_002945;product=YfhO family protein;protein_id=extdb:pgaptmp_002945;transl_table=11	YfhO family protein	543734.LCABL_12690	0	1686	COG4485@1|root,COG4485@2|Bacteria,1TRR1@1239|Firmicutes,4HCR9@91061|Bacilli,3FC7P@33958|Lactobacillaceae	91061|Bacilli	S	Bacterial membrane protein YfhO													YfhO							
pgaptmp_002946	contig94_(reversed)	Protein Homology	CDS	6641	8380		+	0	ID=cds-pgaptmp_002946;Parent=gene-pgaptmp_002946;Name=extdb:pgaptmp_002946;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003604901.1;locus_tag=pgaptmp_002946;product=YfhO family protein;protein_id=extdb:pgaptmp_002946;transl_table=11	YfhO family protein	543734.LCABL_12700	0	1109	COG5617@1|root,COG5617@2|Bacteria,1VS0Z@1239|Firmicutes,4HJQE@91061|Bacilli,3FBX8@33958|Lactobacillaceae	91061|Bacilli	S	Psort location CytoplasmicMembrane, score													PTPS_related							
pgaptmp_002947	contig94_(reversed)	Protein Homology	CDS	8732	9661		-	0	ID=cds-pgaptmp_002947;Parent=gene-pgaptmp_002947;Name=extdb:pgaptmp_002947;Ontology_term=GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016369674.1;locus_tag=pgaptmp_002947;product=glycosyltransferase family 2 protein;protein_id=extdb:pgaptmp_002947;transl_table=11	glycosyltransferase family 2 protein	543734.LCABL_12710	2.36E-217	600	COG1216@1|root,COG1216@2|Bacteria,1UHWE@1239|Firmicutes,4ISA4@91061|Bacilli,3F3JX@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyltransferase, group 2 family protein	yfdH			ko:K12999					ko00000,ko01000,ko01003,ko01005		GT2		Glycos_transf_2						K12999	rgpI; glucosyltransferase [EC:2.4.1.-]
pgaptmp_002948	contig94_(reversed)	Protein Homology	CDS	9748	10386		-	0	ID=cds-pgaptmp_002948;Parent=gene-pgaptmp_002948;Name=extdb:pgaptmp_002948;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014566504.1;locus_tag=pgaptmp_002948;product=YkyA family protein;protein_id=extdb:pgaptmp_002948;transl_table=11	YkyA family protein	543734.LCABL_12720	1.16E-130	373	28T4I@1|root,2ZFDJ@2|Bacteria,1W6RG@1239|Firmicutes,4HZG4@91061|Bacilli,3F88M@33958|Lactobacillaceae	91061|Bacilli															YkyA							
pgaptmp_002949	contig94_(reversed)	Protein Homology	CDS	10514	11479		+	0	ID=cds-pgaptmp_002949;Parent=gene-pgaptmp_002949;Name=extdb:pgaptmp_002949;Ontology_term=GO:0055085,GO:0022857,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566523.1;locus_tag=pgaptmp_002949;product=aromatic acid exporter family protein;protein_id=extdb:pgaptmp_002949;transl_table=11	aromatic acid exporter family protein	543734.LCABL_12730	2E-215	596	COG4129@1|root,COG4129@2|Bacteria,1TP2T@1239|Firmicutes,4HAWV@91061|Bacilli,3F54Y@33958|Lactobacillaceae	91061|Bacilli	S	Putative aromatic acid exporter C-terminal domain	yqjA												ArAE_1,ArAE_1_C	ll11825	ArAE		fusaric acid efflux	2.A.85		
pgaptmp_002950	contig94_(reversed)	Protein Homology	CDS	11543	11755		+	0	ID=cds-pgaptmp_002950;Parent=gene-pgaptmp_002950;Name=extdb:pgaptmp_002950;Ontology_term=GO:0110001;gbkey=CDS;gene=mazE;go_component=toxin-antitoxin complex|0110001||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003590403.1;locus_tag=pgaptmp_002950;product=type II toxin-antitoxin system PemI/MazE family antitoxin;protein_id=extdb:pgaptmp_002950;transl_table=11	type II toxin-antitoxin system PemI/MazE family antitoxin	220668.lp_2883	2.74E-12	62.8	2DK9P@1|root,308YB@2|Bacteria,1U8JQ@1239|Firmicutes,4IIHP@91061|Bacilli,3FB25@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_002951	contig94_(reversed)	Protein Homology	CDS	12439	12639		+	0	ID=cds-pgaptmp_002951;Parent=gene-pgaptmp_002951;Name=extdb:pgaptmp_002951;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003601584.1;locus_tag=pgaptmp_002951;product=cold-shock protein;protein_id=extdb:pgaptmp_002951;transl_table=11	cold-shock protein	568703.LGG_01072	1.78E-42	138	COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,4HNJC@91061|Bacilli,3F7FW@33958|Lactobacillaceae	91061|Bacilli	K	Cold shock protein	cspC			ko:K03704					ko00000,ko03000				CSD						K03704	cspA; cold shock protein
pgaptmp_002952	contig94_(reversed)	Protein Homology	CDS	12881	13363		+	0	ID=cds-pgaptmp_002952;Parent=gene-pgaptmp_002952;Name=extdb:pgaptmp_002952;Ontology_term=GO:0008080;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566519.1;locus_tag=pgaptmp_002952;product=GNAT family N-acetyltransferase;protein_id=extdb:pgaptmp_002952;transl_table=11	GNAT family N-acetyltransferase	543734.LCABL_12750	7.97E-108	311	COG0454@1|root,COG0456@2|Bacteria,1V3IC@1239|Firmicutes,4HH45@91061|Bacilli,3F7GI@33958|Lactobacillaceae	91061|Bacilli	K	GNAT family	yvbK												Acetyltransf_1,Acetyltransf_10,Acetyltransf_7							
pgaptmp_002953	contig94_(reversed)	Protein Homology	CDS	13363	14004		+	0	ID=cds-pgaptmp_002953;Parent=gene-pgaptmp_002953;Name=extdb:pgaptmp_002953;Ontology_term=GO:0005975,GO:0004553;gbkey=CDS;go_function=hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016363260.1;locus_tag=pgaptmp_002953;product=glycoside hydrolase family 73 protein;protein_id=extdb:pgaptmp_002953;transl_table=11	glycoside hydrolase family 73 protein	543734.LCABL_12760	1.35E-150	423	COG1705@1|root,COG1705@2|Bacteria,1V7JY@1239|Firmicutes,4HIY4@91061|Bacilli,3F584@33958|Lactobacillaceae	91061|Bacilli	NU	mannosyl-glycoprotein	acmA		3.2.1.17,3.2.1.96	ko:K01185,ko:K01227	ko00511,map00511				ko00000,ko00001,ko01000				Glucosaminidase,SH3_8,YceG							
pgaptmp_002954	contig94_(reversed)	Protein Homology	CDS	14195	14773		+	0	ID=cds-pgaptmp_002954;Parent=gene-pgaptmp_002954;Name=extdb:pgaptmp_002954;Ontology_term=GO:0043101,GO:0046110,GO:0016763;gbkey=CDS;go_function=pentosyltransferase activity|0016763||IEA;go_process=purine-containing compound salvage|0043101||IEA,xanthine metabolic process|0046110||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010488964.1;locus_tag=pgaptmp_002954;product=xanthine phosphoribosyltransferase;protein_id=extdb:pgaptmp_002954;transl_table=11	xanthine phosphoribosyltransferase	543734.LCABL_12770	8.88E-132	374	COG0503@1|root,COG0503@2|Bacteria,1V1DU@1239|Firmicutes,4HFNW@91061|Bacilli,3F49S@33958|Lactobacillaceae	91061|Bacilli	F	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis	xpt		2.4.2.22	ko:K03816	ko00230,ko01100,ko01110,map00230,map01100,map01110		R01229,R02142	RC00063,RC00122	ko00000,ko00001,ko01000			iYO844.BSU22070	Pribosyltran						K03816	xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
pgaptmp_002955	contig94_(reversed)	Protein Homology	CDS	14780	16108		+	0	ID=cds-pgaptmp_002955;Parent=gene-pgaptmp_002955;Name=extdb:pgaptmp_002955;Ontology_term=GO:0015851,GO:0015205,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=nucleobase transmembrane transporter activity|0015205||IEA;go_process=nucleobase transport|0015851||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003601989.1;locus_tag=pgaptmp_002955;product=nucleobase:cation symporter-2 family protein;protein_id=extdb:pgaptmp_002955;transl_table=11	nucleobase:cation symporter-2 family protein	543734.LCABL_12780	1.31E-304	832	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,4HBAM@91061|Bacilli,3F3Y7@33958|Lactobacillaceae	91061|Bacilli	F	xanthine permease	pbuX	GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015851,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042906,GO:0042907,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1904823		ko:K03458,ko:K16169					ko00000,ko02000	2.A.40,2.A.40.3.1		iSB619.SA_RS02140	Xan_ur_permease	ll11825	NCS2		xanthine/uracil	2.A.40	K16169	pbuX; xanthine permease
pgaptmp_002956	contig94_(reversed)	Protein Homology	CDS	16129	17238		+	0	ID=cds-pgaptmp_002956;Parent=gene-pgaptmp_002956;Name=extdb:pgaptmp_002956;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014569449.1;locus_tag=pgaptmp_002956;product=ATP-grasp domain-containing protein;protein_id=extdb:pgaptmp_002956;transl_table=11	ATP-grasp domain-containing protein	543734.LCABL_12790	1.06E-257	707	COG0026@1|root,COG0026@2|Bacteria,1TQCD@1239|Firmicutes,4H9M5@91061|Bacilli,3F3YV@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR)	purK2		6.3.4.18	ko:K01589	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R07404	RC01927	ko00000,ko00001,ko00002,ko01000				ATP-grasp						K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
pgaptmp_002957	contig94_(reversed)	Protein Homology	CDS	17308	18603		+	0	ID=cds-pgaptmp_002957;Parent=gene-pgaptmp_002957;Name=extdb:pgaptmp_002957;Ontology_term=GO:0009152,GO:0004018;gbkey=CDS;gene=purB;go_function=N6-(1%2C2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|0004018||IEA;go_process=purine ribonucleotide biosynthetic process|0009152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003598332.1;locus_tag=pgaptmp_002957;product=adenylosuccinate lyase;protein_id=extdb:pgaptmp_002957;transl_table=11	adenylosuccinate lyase	543734.LCABL_12800	6.6E-306	852	COG0015@1|root,COG0015@2|Bacteria,1TPMM@1239|Firmicutes,4HACW@91061|Bacilli,3F48P@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	purB		4.3.2.2	ko:K01756	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048,M00049	R01083,R04559	RC00379,RC00444,RC00445	ko00000,ko00001,ko00002,ko01000				ADSL_C,Lyase_1						K01756	purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]
pgaptmp_002958	contig94_(reversed)	Protein Homology	CDS	18725	19294		-	0	ID=cds-pgaptmp_002958;Parent=gene-pgaptmp_002958;Name=extdb:pgaptmp_002958;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016384870.1;locus_tag=pgaptmp_002958;product=branched-chain amino acid ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_002958;transl_table=11	branched-chain amino acid ABC transporter ATP-binding protein	543734.LCABL_12810	6.29E-135	382	29PYD@1|root,30AWT@2|Bacteria,1U77H@1239|Firmicutes,4IH2B@91061|Bacilli,3F92N@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_002959	contig94_(reversed)	Protein Homology	CDS	19304	20050		-	0	ID=cds-pgaptmp_002959;Parent=gene-pgaptmp_002959;Name=extdb:pgaptmp_002959;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003598335.1;locus_tag=pgaptmp_002959;product=hypothetical protein;protein_id=extdb:pgaptmp_002959;transl_table=11	hypothetical protein	1423732.BALS01000024_gene2404	4.26E-137	392	29Z4F@1|root,30M23@2|Bacteria,1U7B2@1239|Firmicutes,4IH62@91061|Bacilli,3F98Y@33958|Lactobacillaceae	91061|Bacilli																						
