"id","Category","Locus","Gene Name","Aliases","Assigned Function","deseq2_log2_FC","Avg. Expression","lfc SE","wald stat","p-value","deseq2_q_value","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ000489","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rplN","rplN, pgaptmp_000634, extdb:pgaptmp_000634","LSU ribosomal protein L14P",-1.61,5070,0.163,-9.91,3.73E-23,2.30E-22,"LSU ribosomal protein L14P","50S ribosomal protein L14","positive",366,122,-0.160655737704918,13253.3011,10.4116821289063,"rplN","K02874 - RP-L14, MRPL14, rplN - large subunit ribosomal protein L14","(J) Translation","Ribosome","J","552531.BIF_02225",5.15E-79,235,"Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome","rplN","GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0008150,GO:0015934,GO:0016020,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0071944,GO:0097159,GO:1901363,GO:1990904","-","ko:K02874","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L14","NA","NA","NA"
"RVCYZ000490","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rplX","rplX, pgaptmp_000635, extdb:pgaptmp_000635","LSU ribosomal protein L24P",-1.64,4150,0.135,-12.2,3.55E-34,3.71E-33,"LSU ribosomal protein L24P","50S ribosomal protein L24","positive",333,111,-0.42972972972973,12198.2437,10.4392700195313,"rplX","K02895 - RP-L24, MRPL24, rplX - large subunit ribosomal protein L24","(J) Translation","Ribosome","J","552531.BIF_01964",4.44E-68,206,"One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit","rplX","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02895","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","KOW,ribosomal_L24","NA","NA","NA"
"RVCYZ000491","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rplE","rplE, pgaptmp_000636, extdb:pgaptmp_000636","LSU ribosomal protein L5P",-1.69,10400,0.145,-11.6,2.30E-31,2.04E-30,"LSU ribosomal protein L5P","50S ribosomal protein L5","positive",582,194,-0.418041237113402,22079.9796,5.29840087890625,"rplE","K02931 - RP-L5, MRPL5, rplE - large subunit ribosomal protein L5","(J) Translation","Ribosome","J","552531.BIF_00213",1.94E-136,386,"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits","rplE","GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02931","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L5,Ribosomal_L5_C","NA","NA","NA"
"RVCYZ000492","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","null","pgaptmp_000637, extdb:pgaptmp_000637","SSU ribosomal protein S14P",-2.05,1480,0.182,-11.3,2.10E-29,1.72E-28,"SSU ribosomal protein S14P","type Z 30S ribosomal protein S14","positive",183,61,-0.414754098360656,7081.5752,10.6049194335938,"None","K02954 - RP-S14, MRPS14, rpsN - small subunit ribosomal protein S14","(J) Translation","Ribosome","J","1688.BCUN_1956",4.97E-40,132,"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site","rpsN","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02954","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S14","NA","NA","NA"
"RVCYZ000493","metabolic process;cellular process;biological regulation;","NODE_2_length_292055_cov_35.121020","rpsH","rpsH, pgaptmp_000638, extdb:pgaptmp_000638","SSU ribosomal protein S8P",-1.82,13800,0.119,-15.3,6.17E-53,1.95E-51,"SSU ribosomal protein S8P","30S ribosomal protein S8","positive",396,132,-0.240151515151515,14480.6933,9.55010986328125,"rpsH","K02994 - RP-S8, rpsH - small subunit ribosomal protein S8","(J) Translation","Ribosome","J","552531.BIF_00215",9.65E-91,265,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit","rpsH","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0008150,GO:0015935,GO:0022626,GO:0022627,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904","-","ko:K02994","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S8","NA","NA","NA"
"RVCYZ000494","metabolic process;cellular process;response to stimulus;","NODE_2_length_292055_cov_35.121020","rplF","rplF, pgaptmp_000639, extdb:pgaptmp_000639","LSU ribosomal protein L6P",-1.68,26400,0.135,-12.5,6.08E-36,7.15E-35,"LSU ribosomal protein L6P","50S ribosomal protein L6","positive",537,179,-0.359217877094972,18974.5286,9.61212158203125,"rplF","K02933 - RP-L6, MRPL6, rplF - large subunit ribosomal protein L6","(J) Translation","Ribosome","J","552531.BIF_00134",6.61E-123,350,"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center","rplF","GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02933","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L6","NA","NA","NA"
"RVCYZ000495","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rplR","rplR, pgaptmp_000640, extdb:pgaptmp_000640","LSU ribosomal protein L18P",-1.6,8970,0.122,-13.1,2.78E-39,3.82E-38,"LSU ribosomal protein L18P","50S ribosomal protein L18","positive",369,123,-0.334959349593496,13234.2203,10.6581420898438,"rplR","K02881 - RP-L18, MRPL18, rplR - large subunit ribosomal protein L18","(J) Translation","Ribosome","J","552531.BIF_00135",5.96E-77,230,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance","rplR","GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0008097,GO:0008150,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0097159,GO:1901363,GO:1990904","-","ko:K02881","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L18p","NA","NA","NA"
"RVCYZ000496","Uncategorized;","NODE_2_length_292055_cov_35.121020","rpsE","rpsE, pgaptmp_000641, extdb:pgaptmp_000641","SSU ribosomal protein S5P",-1.65,14000,0.158,-10.4,2.32E-25,1.59E-24,"SSU ribosomal protein S5P","30S ribosomal protein S5","positive",729,243,-0.651440329218106,25916.5634,9.09539794921875,"rpsE","K02988 - RP-S5, MRPS5, rpsE - small subunit ribosomal protein S5","(J) Translation","Ribosome","J","552531.BIF_00903",6.25E-132,379,"Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body","rpsE","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02988","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S5,Ribosomal_S5_C","NA","NA","NA"
"RVCYZ000497","Uncategorized;","NODE_2_length_292055_cov_35.121020","rpmD","rpmD, pgaptmp_000642, extdb:pgaptmp_000642","LSU ribosomal protein L30P",-1.49,1240,0.192,-7.74,9.71E-15,3.75E-14,"LSU ribosomal protein L30P","50S ribosomal protein L30","positive",180,60,-0.096666666666667,6534.5719,9.99188232421875,"rpmD","K02907 - RP-L30, MRPL30, rpmD - large subunit ribosomal protein L30","(J) Translation","Ribosome","J","552531.BIF_01963",1.75E-33,115,"Ribosomal protein L30p/L7e","rpmD","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0008150,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904","-","ko:K02907","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L30","NA","NA","NA"
"RVCYZ000498","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rplO","rplO, pgaptmp_000643, extdb:pgaptmp_000643","LSU ribosomal protein L15P",-1.7,7390,0.188,-9.06,1.34E-19,6.88E-19,"LSU ribosomal protein L15P","50S ribosomal protein L15","positive",456,152,-0.51842105263158,16196.3756,10.0829467773438,"rplO","K02876 - RP-L15, MRPL15, rplO - large subunit ribosomal protein L15","(J) Translation","Ribosome","J","552531.BIF_00902",3.98E-100,291,"binds to the 23S rRNA","rplO","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904","-","ko:K02876","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L27A","NA","NA","NA"
"RVCYZ000500","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","null","pgaptmp_000645, extdb:pgaptmp_000645","Adenylate kinase (EC 2.7.4.3) / Nucleoside-diphosphate kinase (EC 2.7.4.6)",-1.33,6170,0.0955,-13.9,6.29E-44,1.19E-42,"Adenylate kinase (EC 2.7.4.3) / Nucleoside-diphosphate kinase (EC 2.7.4.6)","adenylate kinase (EC 2.7.4.3)","positive",570,190,-0.325263157894737,20799.4095,4.88909912109375,"None","K00939 - adk, AK - adenylate kinase [EC:2.7.4.3] [2.7.4.3]","(F) Nucleotide metabolism and transport","Purine metabolism; Thiamine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; NA","F","552531.BIF_00325",4.41E-131,372,"Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism","adk","-","2.7.4.3","ko:K00939","ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130","M00049","R00127,R01547,R11319","RC00002","ko00000,ko00001,ko00002,ko01000,ko04147","-","-","-","ADK,ADK_lid","NA","NA","NA"
"RVCYZ000501","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","infA","infA, pgaptmp_000646, extdb:pgaptmp_000646","Bacterial Protein Translation Initiation Factor 1 (IF-1)",-2.13,6540,0.156,-13.7,1.16E-42,2.03E-41,"Bacterial Protein Translation Initiation Factor 1 (IF-1)","translation initiation factor IF-1","positive",216,72,-0.295833333333333,8405.8021,9.69097900390625,"infA","K02518 - infA - translation initiation factor IF-1","(J) Translation","-","J","1437605.BACT_0252",4.86E-45,145,"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex","infA","-","-","ko:K02518","-","-","-","-","ko00000,ko03012","-","-","-","eIF-1a","NA","NA","NA"
"RVCYZ000502","Uncategorized;","NODE_2_length_292055_cov_35.121020","rpmJ","rpmJ, pgaptmp_000647, extdb:pgaptmp_000647","LSU ribosomal protein L36P",-2,3080,0.123,-16.3,7.64E-60,3.85E-58,"LSU ribosomal protein L36P","50S ribosomal protein L36","positive",111,37,-0.745945945945946,4374.2283,11.6250610351563,"rpmJ","K02919 - RP-L36, MRPL36, rpmJ - large subunit ribosomal protein L36","(J) Translation","Ribosome","J","1437605.BACT_0253",1.03E-20,81.6,"Belongs to the bacterial ribosomal protein bL36 family","rpmJ","-","-","ko:K02919","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L36","NA","NA","NA"
"RVCYZ000503","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rpsM","rpsM, pgaptmp_000648, extdb:pgaptmp_000648","SSU ribosomal protein S13P",-1.93,12000,0.12,-16.1,3.24E-58,1.49E-56,"SSU ribosomal protein S13P","30S ribosomal protein S13","positive",375,125,-0.9328,14278.2545,10.4484252929688,"rpsM","K02952 - RP-S13, rpsM - small subunit ribosomal protein S13","(J) Translation","Ribosome","J","552531.BIF_01157",1.17E-81,242,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits","rpsM","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02952","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S13","NA","NA","NA"
"RVCYZ000504","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rpsK","rpsK, pgaptmp_000649, extdb:pgaptmp_000649","SSU ribosomal protein S11P",-1.68,15900,0.14,-12,2.23E-33,2.21E-32,"SSU ribosomal protein S11P","30S ribosomal protein S11","positive",396,132,-0.49469696969697,13974.7918,11.3739624023438,"rpsK","K02948 - RP-S11, MRPS11, rpsK - small subunit ribosomal protein S11","(J) Translation","Ribosome","J","1688.BCUN_1532",1.73E-84,249,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome","rpsK","GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02948","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S11","NA","NA","NA"
"RVCYZ000505","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","null","pgaptmp_000650, extdb:pgaptmp_000650","DNA-directed RNA polymerase alpha chain (EC 2.7.7.6)",-1.31,22700,0.141,-9.27,1.84E-20,9.94E-20,"DNA-directed RNA polymerase alpha chain (EC 2.7.7.6)","DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6)","positive",993,331,-0.206042296072508,35946.0824,4.55303955078125,"None","K03040 - rpoA - DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] [2.7.7.6]","(K) Transcription","Purine metabolism; Pyrimidine metabolism; Metabolic pathways; RNA polymerase","K","552531.BIF_01155",1.40E-236,650,"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","rpoA","GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576","2.7.7.6","ko:K03040","ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020","M00183","R00435,R00441,R00442,R00443","RC02795","br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400","-","-","-","RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L","NA","NA","NA"
"RVCYZ000506","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","rplQ","rplQ, pgaptmp_000651, extdb:pgaptmp_000651","LSU ribosomal protein L17P",-1.43,4070,0.13,-11,3.89E-28,3.04E-27,"LSU ribosomal protein L17P","50S ribosomal protein L17","positive",444,148,-0.468918918918919,16412.0217,10.5198364257813,"rplQ","K02879 - RP-L17, MRPL17, rplQ - large subunit ribosomal protein L17","(J) Translation","Ribosome","J","552531.BIF_01154",1.16E-92,271,"Ribosomal protein L17","rplQ","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904","-","ko:K02879","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L17","NA","NA","NA"
"RVCYZ000510","metabolic process;cellular process;","NODE_2_length_292055_cov_35.121020","infB","infB, pgaptmp_000656, extdb:pgaptmp_000656","Bacterial Protein Translation Initiation Factor 2 (IF-2)",-1.18,17900,0.132,-8.9,5.37E-19,2.68E-18,"Bacterial Protein Translation Initiation Factor 2 (IF-2)","translation initiation factor IF-2","positive",2832,944,-0.526483050847455,99983.1905000005,9.29559326171875,"infB","K02519 - infB, MTIF2 - translation initiation factor IF-2","(J) Translation","-","J","552531.BIF_00193",0,1608,"One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex","infB","-","-","ko:K02519","-","-","-","-","ko00000,ko03012,ko03029","-","-","-","GTP_EFTU,IF-2,IF2_N","NA","NA","NA"
